Sentence,Entities,Document_ID,Entity_Texts,SentenceWithContext,matched_entities
Developments in Financial Markets and Open Market Operations The manager turned first to a discussion of financial market developments.,"(('', ''),)",fomcminutes20210317.pdf,[''],"The revised FOIA rules, which include a range of minor and technical updates, will become effective 30 days after the forthcoming pub- lication of the final rule in the Federal Register. Developments in Financial Markets and Open Market Operations The manager turned first to a discussion of financial market developments. In the United States, the trend toward higher longer-term yields observed in recent months accelerated over the intermeeting period, and far-forward real rates based on Treasury Inflation- Protected Securities (TIPS) rose considerably.","['Financial Markets', 'Equity Markets', 'Market Liquidity', 'Bond Market', 'Finance', 'Finance', 'Financial Markets', 'Money Market', 'Bond Market', 'Yields', 'Treasury Securities', 'Term Premium', 'Inflation', 'US dollar Appreciation']"
"For media inquiries, please email media@frb.gov or call 202-452-2955.","(('', ''),)",ARP_07.2023.pdf,[''],"Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michael S. Barr; Michelle W. Bowman; Lisa D. Cook; Austan D. Goolsbee; Patrick Harker; Philip N. Jefferson; Neel Kashkari; Lorie K. Logan; and Christopher J. Waller. For media inquiries, please email media@frb.gov or call 202-452-2955. Attachment For release at 2:00 p.m. EDT July 26, 2023 Decisions Regarding Monetary Policy Implementation","['Powell', 'Chair', 'Board', 'domestic policy directive', 'Federal Reserve', 'Press Conference', 'domestic policy directive', 'Monetary Policy', 'Powell', 'SOMA', 'Federal Reserve']"
"Job gains have been robust in recent months, and the unemployment rate has remained low.","(('Employment', -0.929), ('Unemployment', -0.629),)",ARP_07.2023.pdf,"['Employment', 'Unemployment']","Recent indicators suggest that economic activity has been expanding at a moderate pace. Job gains have been robust in recent months, and the unemployment rate has remained low. Inflation remains elevated.","['Development', 'Economic outlook', 'Growth', 'Cyclically Sensitive Sectors', 'Economy/ Economic', 'Unemployment', 'maximum employment', 'Inflation', 'maximum employment', 'Price Stability', 'Transitory', 'Personal Consumption Expenditures (PCE)']"
"In addition, inflation was forecast to be temporarily boosted this year by the expected emergence of some production bottlenecks and supply constraints.","(('Inflation',0.33),('Expectation',0.33),('Risk', -0.2))",fomcminutes20210317.pdf,"['Inflation', 'Expectation', 'Risk']","The 12-month changes in total and core PCE prices were expected to transitorily move above 2 percent in coming months, as the low inflation readings from the spring of last year dropped out of the calculation window. In addition, inflation was forecast to be temporarily boosted this year by the expected emergence of some production bottlenecks and supply constraints. Following the transitory increase this year, inflation was projected to run a bit below 2 percent next year and then to reach 2 percent by 2023, reflecting tight resource utilization in product and labor markets.","['Personal Consumption Expenditures (PCE)', 'Transitory', 'Inflation', 'Price Stability', 'Transitory', 'Economic outlook', 'maximum employment', 'Inflation', 'Transitory', 'Price Stability', 'maximum employment']"
"Fi- nancing conditions for businesses with access to capital markets and households with high credit scores re- mained broadly accommodative, but conditions stayed tight for other borrowers.",,fomcminutes20210317.pdf,[],"Consistent with the stronger outlook, spreads on high-yield corporate bonds narrowed. Fi- nancing conditions for businesses with access to capital markets and households with high credit scores re- mained broadly accommodative, but conditions stayed tight for other borrowers. The Treasury yield curve steepened over the intermeet- ing period, with 5- and 10-year yields rising markedly.","['Bond Market', 'Treasury Securities', 'Term Premium', 'Yields', 'Financial Stability', 'Credit', 'Mortgage-Backed Securities', 'Federal Funds Target', 'Mortgage', 'Treasury Securities', 'Yields']"
Both market- and survey-based measures con- tinued to point to expectations for a moderation of in- flation over the coming year.,"(('Inflation', 0.10))",fomcminutes20221214.pdf,[],"However, the Desk survey-based measures of inflation expectations were lit- tle changed from the prior survey, suggesting that falling inflation risk premiums may have contributed to the moves. Both market- and survey-based measures con- tinued to point to expectations for a moderation of in- flation over the coming year. Regarding the outlook for monetary policy, both mar- ket- and Desk survey-based measures indicated expecta- tions for the Committee to maintain elevated policy rates through 2023.","['Inflation', 'domestic policy directive', 'Monetary Policy', 'Powell', 'Economic outlook', 'Expectation']"
There were no intervention operations in foreign currencies for the System’s account during the intermeeting period.,"(('Monetary Policy', 0.0), ('Countries', 0.0), ('Foreign Currencies', 0.0))",fomcminutes20221214.pdf,"['Monetary Policy', 'Countries', 'Foreign Currencies']","By unanimous vote, the Committee ratified the Desk’s domestic transactions over the intermeeting period. There were no intervention operations in foreign currencies for the System’s account during the intermeeting period. Minutes of the Meeting of December 13–14, 2022 Page 3 _____________________________________________________________________________________________",['Foreign Currencies']
Redeem Treasury coupon securities up to this monthly cap and Treasury bills to the extent that coupon principal payments are less than the monthly cap.,"(('Securities', 0),)",monetary20250507a1.pdf,['Securities'],o Roll over at auction the amount of principal payments from the Federal Reserve's holdings of Treasury securities maturing in each calendar month that exceeds a cap of $5 billion per month. Redeem Treasury coupon securities up to this monthly cap and Treasury bills to the extent that coupon principal payments are less than the monthly cap. o Reinvest the amount of principal payments from the Federal Reserve's holdings of agency debt and agency mortgage-backed securities (MBS) received in each calendar month that exceeds a cap of $35 billion per month into Treasury securities to roughly match the maturity composition of Treasury securities outstanding.,"['auction', 'Treasury Securities', 'SOMA', 'Treasury Securities', 'Repurchase Agreement (repo) Rates', 'Bond Market', 'Repo Markets', 'Treasury Securities', 'Reinvestment', 'Mortgage-Backed Securities', 'Maturity', 'Asset Runoff']"
We are fully committed to returning inflation to our 2 percent goal.,"(('Inflation', -0.716),)",FOMCpresconf20240320.pdf,['Inflation'],"But inflation is still too high, ongoing progress in bringing it down is not assured, and the path forward is uncertain. We are fully committed to returning inflation to our 2 percent goal. Restoring price stability is essential to achieve a sustainably strong labor market that benefits all.","['Price Stability', 'maximum employment', 'Inflation', 'Uncertain', 'Monetary Policy', 'Dual Mandate', 'Monetary Policy', 'Price Stability', 'Inflation', 'maximum employment', 'Price Stability', 'Dual Mandate', 'Financial Stability', 'maximum employment', 'Labor Market']"
"Then, though, you reach a point ultimately where you stop allowing the balance sheet to run off and you—but then, from that point, there’s another period in which nonreserves—nonreserve liabilities grow organically, like currency, and that also shrinks the reserves at a very slow pace.","(('Balance Sheet', 0),)",FOMCpresconf20240320.pdf,['Balance Sheet'],"We’re going to be looking at what these— what’s happening in money markets, in particular—a bunch of different indicators, including the ones I mentioned, to tell us when we’re getting close. Then, though, you reach a point ultimately where you stop allowing the balance sheet to run off and you—but then, from that point, there’s another period in which nonreserves—nonreserve liabilities grow organically, like currency, and that also shrinks the reserves at a very slow pace. So you have a, you know, a slower pace of runoff, which we’ll have fairly soon.","['Money Market', 'Financial Markets', 'Economic outlook', 'Personal Consumption Expenditures (PCE)', 'Monetary Policy', 'Asset Runoff', 'Balance Sheet', 'Balance', 'Reserves', 'Interest on Excess Reserves (IOER)', 'Asset Runoff']"
Many participants highlighted that the Committee needed to continue to balance two risks.,"(('', ''),)",fomcminutes20221214.pdf,[''],"Participants discussed a number of risk-management considerations related to the conduct of monetary pol- icy. Many participants highlighted that the Committee needed to continue to balance two risks. One risk was that an insufficiently restrictive monetary policy could cause inflation to remain above the Committee’s target for longer than anticipated, leading to unanchored infla- tion expectations and eroding the purchasing power of households, especially for those already facing difficulty making ends meet.","['Risk', 'Monetary Policy', 'Overnight Reverse Repurchase Agreement (ON RRP)', 'Risk', 'domestic policy directive', 'Inflation', 'Price Stability', 'Monetary Policy', 'Personal Consumption Expenditures (PCE)']"
"Amid stable market conditions, there was no take-up in the Money Market Mutual Fund Liquidity Fa- cility or the Commercial Paper Funding Facility.","(('Money Market',0.66),('Risk',0.33),",fomcminutes20210317.pdf,[],"There continued to be no par- ticipation in the Federal Reserve’s repo operations, but participation in the Federal Reserve’s ON RRP increased a little. Amid stable market conditions, there was no take-up in the Money Market Mutual Fund Liquidity Fa- cility or the Commercial Paper Funding Facility. Improved U.S. economic growth prospects and opti- mism about the eventual lifting of social-distancing and related restrictions globally were major drivers of asset prices abroad, spurring sizable increases in sovereign Page 6 Federal Open Market Committee _____________________________________________________________________________________________ yields in advanced foreign economies.","['Overnight Reverse Repurchase Agreement (ON RRP)', 'Repurchase Agreement (repo) Rates', 'Board', 'Federal Reserve', 'Market Liquidity', 'Money Market', 'Asset Runoff', 'Yields', 'Development', 'Countries']"
Can you reconcile these views for me?,"(('', ''),)",FOMCpresconf20240320.pdf,[''],"At the same time, you said here after the last meeting that the first cut is highly consequential. Can you reconcile these views for me? If rates are well above March 20, 2024 Chair Powell’s Press Conference FINAL Page 7 of 24 neutral, why would the first cut be highly consequential?","['Powell', 'Chair']"
"The revised FOIA rules, which include a range of minor and technical updates, will become effective 30 days after the forthcoming pub- lication of the final rule in the Federal Register.","(('Regulatory Implementation', 0))",fomcminutes20210317.pdf,[],"Policy and Markets Manager, Federal Reserve Bank of New York Michael Junho Lee,2 Economist, Federal Reserve Bank of New York Action to Adopt Changes to the Committee’s Rules Regarding Availability of Information By unanimous vote, the Committee approved a final rule that revises its Rules Regarding Availability of Infor- mation, which are the Committee’s Freedom of Infor- mation Act (FOIA) rules. The revised FOIA rules, which include a range of minor and technical updates, will become effective 30 days after the forthcoming pub- lication of the final rule in the Federal Register. Developments in Financial Markets and Open Market Operations The manager turned first to a discussion of financial market developments.","['Interest on Excess Reserves (IOER)', 'Federal Open Market Committee(FOMC)', 'Powell', 'domestic policy directive', 'Board', 'Financial Markets', 'Equity Markets', 'Market Liquidity', 'Bond Market', 'Finance', 'Finance', 'Financial Markets', 'Money Market', 'Bond Market']"
Staff indicated that they would con- tinue to monitor money market conditions closely as bal- ance sheet reduction proceeds.,"(('Monetary Policy', 0.0), ('Money Market', 0.0), ('Balance Sheet', 0.24))",fomcminutes20221214.pdf,"['Monetary Policy', 'Money Market', 'Balance Sheet']","Over time, greater competition among banks for funding could contribute to drawdowns in the ON RRP facility. Staff indicated that they would con- tinue to monitor money market conditions closely as bal- ance sheet reduction proceeds. Looking ahead to year end, market participants antici- pated limited pressures.","['Overnight Reverse Repurchase Agreement (ON RRP)', 'Banking System', 'Market Liquidity', 'Demand', 'Cyclically Sensitive Sectors', 'Term Premium']"
"Moreover, additional federal support for state and local governments included in the ARP, along with an improved outlook for state and local tax reve- nues, pointed to further notable increases in state and local purchases. Data for December and January showed a narrower nominal U.S. international trade deficit than in Novem- ber.","(('Fiscal Policy',0.66),( 'Expectation',0.33),('Economy',0.33),('Growth',0.33))",fomcminutes20210317.pdf,"['Fiscal Policy', 'Expectation', 'Economy', 'Growth']","State and local government purchases looked to be increasing, as the payrolls of these governments expanded, on net, over January and February, and nom- inal state and local construction spending increased sol- idly in January. Moreover, additional federal support for state and local governments included in the ARP, along with an improved outlook for state and local tax reve- nues, pointed to further notable increases in state and local purchases. Data for December and January showed a narrower nominal U.S. international trade deficit than in Novem- ber. Both imports and exports continued to rebound Minutes of the Meeting of March 16–17, 2021 Page 5 _____________________________________________________________________________________________ from their collapse in the first half of last year.",['Trade']
"The sectors most adversely affected by the pandemic have improved in recent months, but the summer’s rise in COVID-19 cases has slowed their recovery.","(('Coronavirus', 0),)",monetary20211103a1.pdf,['Coronavirus'],"With progress on vaccinations and strong policy support, indicators of economic activity and employment have continued to strengthen. The sectors most adversely affected by the pandemic have improved in recent months, but the summer’s rise in COVID-19 cases has slowed their recovery. Inflation is elevated, largely reflecting factors that are expected to be transitory.","['Development', 'Economic outlook', 'Employment', 'Pandemic', 'Inflation', 'Transitory', 'maximum employment', 'Price Stability', 'Personal Consumption Expenditures (PCE)']"
This information will be updated as appropriate to reflect decisions of the Federal Open Market Committee or the Board of Governors regarding details of the Federal Reserve's operational tools and approach used to implement monetary policy.,"(('Federal Reserve', 0), ('Monetary Policy', 0))",ARP_07.2023.pdf,"['Federal Reserve', 'Monetary Policy']","Minneapolis, Kansas City, Dallas, and San Francisco. This information will be updated as appropriate to reflect decisions of the Federal Open Market Committee or the Board of Governors regarding details of the Federal Reserve's operational tools and approach used to implement monetary policy. More information regarding open market operations and reinvestments may be found on the Federal Reserve Bank of New York's website.","['domestic policy directive', 'Federal Reserve', 'Board', 'Federal Open Market Committee(FOMC)', 'Monetary Policy', 'Federal Open Market Committee(FOMC)', 'Federal Reserve', 'Equity Markets', 'Reinvestment', 'Financial Markets']"
"After narrowing in the third quarter, the nominal U.S. international trade deficit widened in October.","(('Trade', -0.35), ('Economy', -0.25), ('GDP', -0.25), ('Countries', 0.0))",fomcminutes20221214.pdf,"['Trade', 'Economy', 'GDP', 'Countries']","A decrease in factory output would be consistent with recent readings from national and regional manufacturing surveys, which showed de- clining new orders and a drawdown in order backlogs. After narrowing in the third quarter, the nominal U.S. international trade deficit widened in October. Real goods exports fell, led by declines in exports of industrial supplies and consumer goods.","['Cyclically Sensitive Sectors', 'Trade']"
"Auto loan balances continued to grow in January, while credit card balances declined.","(('Credit',-0.66),('Risk', -0.33))",fomcminutes20210317.pdf,"['Credit', 'Risk']","Financing conditions in consumer credit markets re- mained generally accommodative for borrowers with strong credit scores but were still tight for those with nonprime scores. Auto loan balances continued to grow in January, while credit card balances declined. Interest rates on new credit card offers to borrowers with prime credit scores continued to trend down, on net, through December.","['Credit', 'Mortgage', 'Financial Stability', 'Mortgage-Backed Securities', 'Interest Rates', 'Federal Funds Rate', 'Federal Funds Target', 'Overnight Rate', 'Credit']"
The information available at the time of the Decem- ber 13–14 meeting suggested that U.S. real gross domes- tic product (GDP) was increasing at a modest pace in the fourth quarter of 2022 after expanding strongly in the third quarter.,"(('GDP', 0.36), ('Countries', 0.0), ('Economy', 0.34))",fomcminutes20221214.pdf,"['GDP', 'Countries', 'Economy']",Staff Review of the Economic Situation The information available at the time of the Decem- ber 13–14 meeting suggested that U.S. real gross domes- tic product (GDP) was increasing at a modest pace in the fourth quarter of 2022 after expanding strongly in the third quarter. Labor market conditions eased somewhat over October and November but remained quite tight.,"['GDP', 'Labor Market', 'Unemployment']"
"As of February, payroll employment had re- traced somewhat more than half of the losses seen since the onset of the pandemic.","(('Employment',0.66),( 'Pandemic',-0.2))",fomcminutes20210317.pdf,"['Employment', 'Pandemic']","Total nonfarm payroll employment increased solidly over January and February after softening at the end of last year. As of February, payroll employment had re- traced somewhat more than half of the losses seen since the onset of the pandemic. The unemployment rate fell to 6.2 percent in February.","['Average Hourly Earnings', 'maximum employment', 'Employment', 'Pandemic', 'Average Hourly Earnings', 'Unemployment']"
"My colleagues and I are acutely aware that high inflation imposes significant hardship as it erodes purchasing power, especially for those least able to meet the higher costs of essentials like food, housing, and transportation.","(('Inflation', 0.429),)",FOMCpresconf20240320.pdf,['Inflation'],"The Fed’s monetary policy actions are guided by our mandate to promote maximum employment and stable prices for the American people. My colleagues and I are acutely aware that high inflation imposes significant hardship as it erodes purchasing power, especially for those least able to meet the higher costs of essentials like food, housing, and transportation. We are strongly committed to returning inflation to our 2 percent objective.","['Dual Mandate', 'domestic policy directive', 'Monetary Policy', 'Federal Reserve', 'Federal Funds Target', 'Inflation', 'maximum employment', 'Price Stability', 'Transitory', 'Dual Mandate', 'Price Stability', 'Dual Mandate', 'Inflation', 'Monetary Policy', 'maximum employment']"
"Market depth became thin, and bid-ask spreads widened, but Treasury market liquidity gradually recov- ered over the following days.","(('Market Liquidity',-0.33), ('Risk',-0.5))",fomcminutes20210317.pdf,"['Market Liquidity', 'Risk']","On February 25, yields rose especially sharply. Market depth became thin, and bid-ask spreads widened, but Treasury market liquidity gradually recov- ered over the following days. Swaption-implied volatili- ties of longer-term interest rates rose notably.","['Yields', 'Market Liquidity', 'auction', 'Interest Rates', 'Repurchase Agreement (repo) Rates']"
Inflation remains elevated.,"(('Inflation', -0.481),)",ARP_07.2023.pdf,['Inflation'],"Job gains have been robust in recent months, and the unemployment rate has remained low. Inflation remains elevated. The U.S. banking system is sound and resilient.","['Unemployment', 'maximum employment', 'Inflation', 'maximum employment', 'Price Stability', 'Transitory', 'Personal Consumption Expenditures (PCE)', 'Banking System', 'Financial Stability', 'Federal Reserve']"
"Investors reacted positively to news of an easing of COVID restrictions in China, which drove risky asset prices significantly higher despite near-term challenges associated with the health policy shift.","(('Countries', 0.0), ('Pandemic', 0.66), ('Risk', -0.55), ('Economy', 0.65), ('Financial Markets', 0.64), ('Pandemic', 0.05))",fomcminutes20221214.pdf,"['Countries', 'Pandemic', 'Risk', 'Economy', 'Financial Markets', 'Pandemic']","The foreign exchange value of the dollar depreciated against most foreign currencies, par- ticularly against those of advanced foreign economies, in part reflecting a narrowing of near-term yield differen- tials between the United States and other advanced economies. Investors reacted positively to news of an easing of COVID restrictions in China, which drove risky asset prices significantly higher despite near-term challenges associated with the health policy shift. Emerging market fund outflows moderated and turned to inflows later in the intermeeting period.","['US dollar Depreciation', 'Foreign Currencies', 'US dollar Appreciation', 'GDP', 'Yields', 'US dollar Appreciation', 'Development', 'Pandemic', 'Risk', 'Balance', 'Development', 'Federal Open Market Committee(FOMC)']"
"Real goods imports rose, driven by increases in imports of industrial supplies, which more than offset declines in imports of capital goods and consumer goods.","(('Trade', 0.05), ('Economy', 0.05), ('GDP', 0.02), ('Countries', 0.0))",fomcminutes20221214.pdf,"['Trade', 'Economy', 'GDP', 'Countries']","Real goods exports fell, led by declines in exports of industrial supplies and consumer goods. Real goods imports rose, driven by increases in imports of industrial supplies, which more than offset declines in imports of capital goods and consumer goods. Exports of services rose, in part as travel exports continued to recover, while im- ports of services were little changed.","['Trade', 'Inflation']"
"Assets under management (AUM) of government money market funds (MMFs) rose over the intermeeting period, whereas AUM of prime MMFs declined somewhat.","(('Money Market',0.33),('Risk',-0.33))",fomcminutes20210317.pdf,"['Money Market', 'Risk']","Spreads on commer- cial paper and negotiable certificates of deposit across different tenors were little changed and remained near historically low levels. Assets under management (AUM) of government money market funds (MMFs) rose over the intermeeting period, whereas AUM of prime MMFs declined somewhat. The effective federal funds rate and the Secured Over- night Financing Rate averaged 7 basis points and 3 basis points, respectively, over the intermeeting period, de- creasing somewhat relative to the previous intermeeting period average amid a net decrease in Treasury bill issu- ance and rising reserves.","['Money Market', 'Finance', 'Federal Funds Rate', 'Market Liquidity', 'Federal Funds Rate', 'Federal Funds Target', 'Overnight Rate', 'Federal Open Market Committee(FOMC)', 'Overnight Reverse Repurchase Agreement (ON RRP)']"
Consumer price inflation through January—as measured by the 12-month percentage change in the price index for personal consumption expenditures (PCE)—re- mained well below 2 percent.,"(('Price Stability',0),( 'Inflation',-0.9))",fomcminutes20210317.pdf,"['Price Stability', 'Inflation']","Labor market conditions improved in January and February, but em- ployment was still well below its level at the start of 2020. Consumer price inflation through January—as measured by the 12-month percentage change in the price index for personal consumption expenditures (PCE)—re- mained well below 2 percent. Total nonfarm payroll employment increased solidly over January and February after softening at the end of last year.","['Labor Market', 'Unemployment', 'Personal Consumption Expenditures (PCE)', 'Inflation', 'Price Stability', 'Demand', 'Average Hourly Earnings', 'maximum employment', 'Employment']"
"On balance, the unemployment rate for Af- rican Americans edged down over those two months, while the unemployment rate for Hispanics increased slightly; the unemployment rates for both groups re- mained above the national measure.","(('Unemployment', -0.32), ('Labor Market', -0.27), ('Economy', -0.15))",fomcminutes20221214.pdf,"['Unemployment', 'Labor Market', 'Economy']","The unemployment rate moved up 0.2 percentage point to 3.7 percent in October and remained at that rate in November. On balance, the unemployment rate for Af- rican Americans edged down over those two months, while the unemployment rate for Hispanics increased slightly; the unemployment rates for both groups re- mained above the national measure. Both the labor force participation rate and the employment-to- population ratio declined a little over the past two months.","['Unemployment', 'Unemployment']"
"In support of these goals, members agreed to raise the target range for the federal funds rate to 4¼ to 4½ percent.","(('Federal Reserve', 0),)",fomcminutes20221214.pdf,['Federal Reserve'],"Members agreed that the Committee seeks to achieve maximum employment and inflation at the rate of 2 per- cent over the longer run. In support of these goals, members agreed to raise the target range for the federal funds rate to 4¼ to 4½ percent. Members anticipated that ongoing increases in the target range would be ap- propriate in order to attain a stance of monetary policy that is sufficiently restrictive to return inflation to 2 per- cent over time.","['maximum employment', 'Dual Mandate', 'Federal Open Market Committee(FOMC)', 'Inflation', 'Federal Funds Target', 'Federal Funds Rate', 'Federal Open Market Committee(FOMC)', 'Inflation', 'domestic policy directive', 'Dual Mandate', 'Monetary Policy', 'Price Stability']"
"Participants observed that the labor market had re- mained very tight, with the unemployment rate near a historically low level, robust payroll gains, a high level of job vacancies, and elevated nominal wage growth.","(('Labor Market', 0.8), ('Unemployment', 0.8), ('Employment', 0.8), ('Economy', 0.7))",fomcminutes20221214.pdf,"['Labor Market', 'Unemployment', 'Employment', 'Economy']","A couple of participants noted that high costs for inputs like diesel, feed, and fertilizer were creating challenges for the agricultural sector. Participants observed that the labor market had re- mained very tight, with the unemployment rate near a historically low level, robust payroll gains, a high level of job vacancies, and elevated nominal wage growth. Sev- eral participants commented that there were tentative signs of labor market imbalances improving, including declines in job openings and quits over the second half of 2022 as well as reports from District contacts that they were seeing more qualified job applicants for open positions than earlier in the year.","['Energy Prices', 'Demand', 'Labor Market', 'Unemployment', 'HIRE', 'maximum employment', 'Employment', 'Labor Market', 'HIRE', 'Unemployment']"
"The Committee anticipates that ongoing in- creases in the target range will be appropriate in 5 In taking this action, the Board approved requests to estab- lish that rate submitted by the Boards of Directors of the Fed- order to attain a stance of monetary policy that is sufficiently restrictive to return inflation to 2 percent over time.","(('Federal Reserve', 0.062), ('Inflation', 0.103), ('Monetary Policy', 0.149),)",fomcminutes20221214.pdf,"['Federal Reserve', 'Inflation', 'Monetary Policy']","In support of these goals, the Committee decided to raise the target range for the federal funds rate to 4¼ to 4½ percent. The Committee anticipates that ongoing in- creases in the target range will be appropriate in 5 In taking this action, the Board approved requests to estab- lish that rate submitted by the Boards of Directors of the Fed- order to attain a stance of monetary policy that is sufficiently restrictive to return inflation to 2 percent over time. In determining the pace of future increases in the target range, the Com- mittee will take into account the cumulative tightening of monetary policy, the lags with which monetary policy affects economic activity and inflation, and economic and financial devel- opments.","['Federal Funds Target', 'Federal Open Market Committee(FOMC)', 'Federal Funds Rate', 'Federal Funds Target', 'domestic policy directive', 'Monetary Policy', 'Federal Open Market Committee(FOMC)', 'Price Stability', 'Monetary Policy', 'domestic policy directive', 'Transitory', 'Price Stability', 'Economic outlook']"
More information regarding open market operations and reinvestments may be found on the Federal Reserve Bank of New York’s website.,"(('Federal Reserve', 0.0), ('Reinvestments', 0.0))",ARP_04.2020.pdf,"['Federal Reserve', 'Reinvestments']","For release at 2 p.m. EDT April 29, 2020 - 2 - This information will be updated as appropriate to reflect decisions of the Federal Open Market Committee or the Board of Governors regarding details of the Federal Reserve’s operational tools and approach used to implement monetary policy. More information regarding open market operations and reinvestments may be found on the Federal Reserve Bank of New York’s website. For release at 2 p.m. EDT May 4, 2022 Although overall economic activity edged down in the first quarter, household spending and business fixed investment remained strong.","['domestic policy directive', 'Federal Reserve', 'Powell', 'Federal Open Market Committee(FOMC)', 'Monetary Policy', 'Federal Open Market Committee(FOMC)', 'Federal Reserve', 'Equity Markets', 'Financial Markets', 'Reinvestment', 'Cyclically Sensitive Sectors', 'Economy/ Economic']"
"[that] you March 20, 2024 Chair Powell’s Press Conference FINAL","(('', ''),)",FOMCpresconf20240320.pdf,[''],"So are you really, are you still confident or—at the last press conference, you sounded pretty optimistic [that] you March 20, 2024 Chair Powell’s Press Conference FINAL Page 10 of 24 would get more confidence at the end of this year.","['Press Conference', 'Chair', 'Powell']"
"March 20, 2024 Chair Powell’s Press Conference FINAL Page 2 of 24","(('', ''),)",FOMCpresconf20240320.pdf,[''],"Participants generally revised up their growth projections since December, reflecting the strength of incoming data, including data on labor supply. March 20, 2024 Chair Powell’s Press Conference FINAL Page 2 of 24 The labor market remains relatively tight, but supply and demand conditions continue to come into better balance.","['Average Hourly Earnings', 'Labor Market', 'Growth', 'Labor Market']"
Participants commented that higher mortgage interest rates had no- tably restrained housing activity and that they expected housing activity to remain weak.,"(('Mortgage', -0.7), ('Interest Rates', -0.7), ('Expectation', -0.6), ('Economy', -0.5))",fomcminutes20221214.pdf,"['Mortgage', 'Interest Rates', 'Expectation', 'Economy']","Overall, partici- pants assessed that there was considerable uncertainty around the consumer spending outlook. Participants commented that higher mortgage interest rates had no- tably restrained housing activity and that they expected housing activity to remain weak. A couple of partici- pants remarked on anecdotes or concerns from builder contacts about contract cancellations by purchasers no longer able to qualify for loans at higher interest rates.","['Uncertain', 'Expectation', 'Mortgage']"
"Well, I think we broadly think that, once [take-up at] the overnight","(('', ''),)",FOMCpresconf20240320.pdf,[''],"Well, is it also because you’re not sure exactly how the reserve supply will react once the overnight reverse repo facility drops near—at zero? Well, I think we broadly think that, once [take-up at] the overnight [reverse] repo [facility] stabilizes, either at zero or close to zero, that, as the balance sheet March 20, 2024 Chair Powell’s Press Conference FINAL Page 19 of 24 shrinks, we should expect that reserves will decline pretty close to dollar-for-dollar with that.","['Federal Funds Rate', 'Reserves', 'Overnight Reverse Repurchase Agreement (ON RRP)', 'repurchase agreement', 'repurchase agreement', 'Repo Markets', 'Repurchase Agreement (repo) Rates', 'Reserves', 'Powell', 'Chair', 'Federal Reserve', 'Interest on Excess Reserves (IOER)']"
"The path of the economy will depend signifi- cantly on the course of the virus, including pro- gress on vaccinations.","(('Pandemic', -0.2), ('Risk', -0.1), ('Expectation', -0.1))",fomcminutes20210317.pdf,"['Pandemic', 'Risk', 'Expectation']","Overall financial conditions remain ac- commodative, in part reflecting policy measures to support the economy and the flow of credit to U.S. households and businesses. The path of the economy will depend signifi- cantly on the course of the virus, including pro- gress on vaccinations. The ongoing public health crisis continues to weigh on economic activity, employment, and inflation, and poses considerable risks to the economic outlook.","['Financial Stability', 'Credit', 'Federal Reserve', 'Dual Mandate', 'domestic policy directive', 'Pandemic', 'Pandemic', 'Economic outlook', 'Risk']"
"Such a devel- opment, if it materialized, would make it much more costly to bring inflation down to achieve the Commit- tee’s statutory objectives of maximum employment and price stability.","(('Inflation', -0.8), ('Price Stability', -0.7), ('Dual Mandate', -0.7), ('Risk', -0.8))",fomcminutes20221214.pdf,"['Inflation', 'Price Stability', 'Dual Mandate', 'Risk']","Several participants commented that the longer inflation remained well above the 2 per- cent goal, the greater the risk that longer-term inflation expectations could become unanchored. Such a devel- opment, if it materialized, would make it much more costly to bring inflation down to achieve the Commit- tee’s statutory objectives of maximum employment and price stability. Participants noted that since the November meeting, fi- nancial conditions had eased, with the market-implied path for the federal funds rate beyond 2023 and longer-","['Price Stability', 'maximum employment', 'Inflation', 'maximum employment', 'Price Stability', 'Dual Mandate', 'Inflation', 'Transitory', 'Federal Funds Target', 'Federal Funds Rate', 'Federal Open Market Committee(FOMC)', 'Money Market', 'Overnight Reverse Repurchase Agreement (ON RRP)']"
Thank you for taking our questions.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],"Jeanna Smialek, the New York Times. Thank you for taking our questions. Per your comment to Ann that a weakening in the labor market would be a reason to potentially cut rates or at least a consideration in making a rate cut, would continued strength in the labor market be a reason to hold off on rate cuts?","['Labor Market', 'Interest Rates', 'maximum employment']"
"Broad stock price indexes increased, on net, over the in- termeeting period, consistent with increased investor optimism about the economic outlook and the enact- ment of the ARP.","(('Equity Price',0.8),('Expectation',0.5),('Economy',0.33),('Fiscal Policy',0.8))",fomcminutes20210317.pdf,"['Equity Price', 'Expectation', 'Economy', 'Fiscal Policy']","The expected path for the federal funds rate over the next few years, as implied by a straight read of overnight index swap quotes, rose substantially since the previous FOMC meeting and moved above 25 basis points in the first quarter of 2023, about three quarters sooner than expected at the time of the January meeting. Broad stock price indexes increased, on net, over the in- termeeting period, consistent with increased investor optimism about the economic outlook and the enact- ment of the ARP. Stocks in cyclically sensitive industries such as energy, banking, and small caps recorded sizable gains, while other sectors experienced mixed perfor- mance.","['Federal Funds Target', 'Federal Open Market Committee(FOMC)', 'Federal Funds Rate', 'Economic outlook', 'Financial Markets', 'Cyclically Sensitive Sectors']"
